URL
https://www.trellix.com/blogs/research/from-click-to-compromise-unveiling-the-sophisticated-attack-of-donot-apt-group-on-southern-european-government-entities/?bm-verify=aaqaaaal_____zlmjkcrscd5nhclpxnpap8bflhszlmv6dwxcsv97xqqro1gxtsrvwrovk_vnctkhjcvsbmoorcusdla6ox-v3pqdlwuhkvjgw-o40c81uiznyll2mgwtcvrjikdqrbc9qnfygwttozbp_dbkhygls1trz8myfgduiys39kgsvrpb7k-hsrbmhu3h6bblmlrkwnam9vr8l-32svo-epvzquydne2e2vahamnkron9cbvyvdnnpo5xcnlyfpieo-v6hum_74rnima6s24ria5nmhka2ros8wtatuwsmm7nynmggecnbn1w1j1en14oa2w4sa158dg0ox5no2aamjgzw-fv5a0licgyipjrcki7fe1dtfczjq0yz38lrgkjrbnlogre_8cbbbpmjthqmvgz6h3hepm5bp07zxceaafok26d8clegrsmn5hw5sfaj1lo4-wf_4
digitech99.one
blog.polyswarm.io
https://blog.polyswarm.io/sparkkitty-trojan-targets-mobile-users-with-cross-platform-espionage
darkatlas.io
http://77.239.96.51/rh_0.9.0.exe
http://62.60.226.74/ptrfhdgs.msi
https://darkatlas.io/blog/clickfix-chaos-a-deep-dive-into-rhadamanthys-infostealers-stealth-and-steal-tactics
jlu-edu.org
arpawebdom.orgjlu-edu.org
https://jlu-edu.org/download/fetch/list1/10884/view/fe35dfdc-e78f-4479-a142-3df61d6cbe6fhttps://jlu-edu.org/download/fetch/list1/10884/view/fe35dfdc-e78f-4479-a142-3df61d6cbe6f
https://jlu-edu.org/download/fetch/list1/10884/view/fe35dfdc-e78f-4479-a142-3df61d6cbe6f
army-lk.info
moonlock.com
https://moonlock.com/amos-backdoor-persistent-access
islonline.org
jaagnet.com
fmovies123.top
badgervolleyball.org
jakestrack.com
pemptousia.com
http://185.100.157.74/payload.exe
http://185.100.157.74/payload.exehttp://185.100.157.74/payload.exe
leo-pirna.de
https://www.splunk.com/en_us/blog/security/xworm-shape-shifting-arsenal-detection-evasion.html
splunk.com
exodlinkbase.digital
allextdev.world
suirokboys.digital
avalancheproject.digital
blog.koi.security
https://blog.koi.security/foxywallet-40-malicious-firefox-extensions-exposed-4c14419de486
nsfocusglobal.com
https://nsfocusglobal.com/hpingbot-a-new-botnet-family-based-on-pastebin-payload-delivery-chain-and-hping3-ddos-module/
pastesio.com
axiomsniper.info
https://www.genians.co.kr/en/blog/threat_intelligence/suky-castle
cafe24.pro
raedom.store
genians.co.kr
naunsae.store
konamo.xyz
cukumam.shop
bikaro.store
online.lecture-site.kro.kr
le.serveirc.com
www.online.check-computer.kro.kr
le.servepics.com
snowgato.duckdns.org
b0dnyoxrn.localto.net
java-romance.gl.at.ply.gg
reallyfreegeoip.org
dklak.camgpsamsterdamqroup.com
cn-sec.com
https://cn-sec.com/archives/4214571.html
https://thedfirreport.com/2025/06/30/hide-your-rdp-password-spray-leads-to-ransomhub-deployment/
company.com
varonis.com
rebaseapp.com
mv4lh.bs
f.es
https://www.varonis.com/blog/direct-send-exploit
https://mv4lh.bs
https://asec.ahnlab.com/en/39242/
vuldb.com
https://vuldb.com/?id.313324
https://vuldb.com/?id.313834
sonicwall.com
https://www.sonicwall.com/blog/threat-actors-modify-and-re-create-commercial-software-to-steal-users-information
gov.ua
www.northumbra.com
ns.northumbra.com
securityscorecard.com
study.northumbra.com
https://securityscorecard.com/wp-content/uploads/2025/06/lapdogs-strike-report-june-2025.pdf
huntress.com
web071zoom.us
readysafe.xyz
safefor.xyz
support.us05web-zoom.biz
https://www.huntress.com/blog/inside-bluenoroff-web3-intrusion-analysis
power-govpk.orgmail.power-govpk.org
http://152.36.128.18/cgi-bin/p.cgi
http://103.41.204.104/k.php
http://knees.nidnaver.cloud/free0510/view.php
http://toes.nidnaver.cloud/free0510/dn.php
toes.nidnaver.cloud
knees.nidnaver.cloud
reversinglabs.com
bananasquad.ru
1312services.ru
dieserbenni.ru
https://www.reversinglabs.com/blog/threat-actor-banana-squad-exploits-github-repos-in-new-campaign
https://citizenlab.ca/2025/06/russian-government-linked-social-engineering-targets-app-specific-passwords/
citizenlab.ca
www-treasury-gov-lk.downld.org
https://www.todyl.com/blog/threat-advisory-lightperlgirl-malware
todyl.com
cmbkz8kz1000108k2carjewzf.info
security.com
int.com
https://www.security.com/threat-intelligence/fog-ransomware-attack
blogs.infoblox.com
er.com
web-hosts.io
airlogs.net
vipbonusgain.top
participates.cfd
ecomicrolab.com
209c.brpteamwork.cc
gzeao.check-tl-ver-154-2.com
19a1.brpconnecta.digital
2rt.xcumpw.com
0.strongblackspaces.com
0.blueskyactivecontrol.com
0605ee9ae7.hotbfocuhe.cc
cndatalos.com
6.lands.ninja
logs-web.com
msgdetox.com
webdmonitor.io
data-cheklo.world
data-infox.com
owtube.com
https://blogs.infoblox.com/threat-intelligence/vexing-and-vicious-the-eerie-relationship-between-wordpress-hackers-and-an-adtech-cabal/
mofa-gov-bd.downld.org
https://www.zscaler.com/blogs/security-research/danableed-danabot-c2-server-memory-leak-bug
zscaler.com
